en,ru,level,source,source_url
sluice,шлюз,ungraded,WikDict,https://en.wiktionary.org/wiki/sluice
moot,гипотетический,ungraded,WikDict,https://en.wiktionary.org/wiki/moot
evanescent,мимолётный,ungraded,Vocoby,https://www.vocabulary.com/lists/52473
vat,бак,ungraded,WikDict,https://en.wiktionary.org/wiki/vat
dapper,щеголеватый,ungraded,WikDict,https://en.wiktionary.org/wiki/dapper
asperity,жёсткость,ungraded,WikDict,https://en.wiktionary.org/wiki/asperity
flair,чутьё,ungraded,Vocoby,https://www.vocabulary.com/lists/52473
mote,пылинка,ungraded,WikDict,https://en.wiktionary.org/wiki/mote
circumspect,осмотрительный,ungraded,WikDict,https://en.wiktionary.org/wiki/circumspect
inimical,вредный,ungraded,WikDict,https://en.wiktionary.org/wiki/inimical
apropos,подходящий,ungraded,WikDict,https://en.wiktionary.org/wiki/apropos
gruel,кашица,ungraded,WikDict,https://en.wiktionary.org/wiki/gruel
gentility,благовоспитанность,ungraded,Vocoby,https://www.vocabulary.com/lists/52473
disapprobation,неодобрение,ungraded,Vocoby,https://www.vocabulary.com/lists/52473
cameo,камея,ungraded,WikDict,https://en.wiktionary.org/wiki/cameo
gouge,выколоть,ungraded,WikDict,https://en.wiktionary.org/wiki/gouge
oratorio,оратория,ungraded,WikDict,https://en.wiktionary.org/wiki/oratorio
inclement,ненастный,ungraded,WikDict,https://en.wiktionary.org/wiki/inclement
scintilla,крупица,ungraded,WikDict,https://en.wiktionary.org/wiki/scintilla
confluence,слияние,ungraded,WikDict,https://en.wiktionary.org/wiki/confluence
squalor,грязь,ungraded,WikDict,https://en.wiktionary.org/wiki/squalor
stricture,строгая критика,ungraded,Vocoby,https://www.vocabulary.com/lists/52473
emblazon,украшать гербом,ungraded,Vocoby,https://www.vocabulary.com/lists/52473
augury,предзнаменование,ungraded,Vocoby,https://www.vocabulary.com/lists/52473
abut,граничить,ungraded,WikDict,https://en.wiktionary.org/wiki/abut
banal,банальный,ungraded,WikDict,https://en.wiktionary.org/wiki/banal
congeal,замерзать,ungraded,WikDict,https://en.wiktionary.org/wiki/congeal
pilfer,воровать,ungraded,WikDict,https://en.wiktionary.org/wiki/pilfer
malcontent,недовольный человек,ungraded,Vocoby,https://www.vocabulary.com/lists/52473
sublimate,возгнать,ungraded,WikDict,https://en.wiktionary.org/wiki/sublimate
eugenic,евгенический,ungraded,Vocoby,https://www.vocabulary.com/lists/52473
lineament,черта лица,ungraded,Vocoby,https://www.vocabulary.com/lists/52473
firebrand,зачинщик,ungraded,WikDict,https://en.wiktionary.org/wiki/firebrand
fiasco,фиаско,ungraded,WikDict,https://en.wiktionary.org/wiki/fiasco
foolhardy,бесшабашный,ungraded,WikDict,https://en.wiktionary.org/wiki/foolhardy
retrench,сокращать расходы,ungraded,Vocoby,https://www.vocabulary.com/lists/52473
ulterior,скрытый,ungraded,Vocoby,https://www.vocabulary.com/lists/52473
equable,равномерный,ungraded,WikDict,https://en.wiktionary.org/wiki/equable
inured,привыкший к трудностям,ungraded,Vocoby,https://www.vocabulary.com/lists/52473
invidious,вызывающий неприязнь,ungraded,Vocoby,https://www.vocabulary.com/lists/52473
unmitigated,полный и безусловный,ungraded,Vocoby,https://www.vocabulary.com/lists/52473
concomitant,сопутствующий,ungraded,WikDict,https://en.wiktionary.org/wiki/concomitant
cozen,морочить,ungraded,WikDict,https://en.wiktionary.org/wiki/cozen
phlegmatic,флегматический,ungraded,WikDict,https://en.wiktionary.org/wiki/phlegmatic
dormer,слуховое окно,ungraded,Vocoby,https://www.vocabulary.com/lists/52473
pontifical,напыщенный,ungraded,Vocoby,https://www.vocabulary.com/lists/52473
disport,забавляться,ungraded,WikDict,https://en.wiktionary.org/wiki/disport
apologist,апологет,ungraded,WikDict,https://en.wiktionary.org/wiki/apologist
abeyance,приостановление,ungraded,WikDict,https://en.wiktionary.org/wiki/abeyance
enclave,анклав,ungraded,WikDict,https://en.wiktionary.org/wiki/enclave
improvident,непредусмотрительный,ungraded,Vocoby,https://www.vocabulary.com/lists/52473
disquisition,трактат,ungraded,WikDict,https://en.wiktionary.org/wiki/disquisition
categorical,категорический,ungraded,WikDict,https://en.wiktionary.org/wiki/categorical
placate,утихомиривать,ungraded,WikDict,https://en.wiktionary.org/wiki/placate
redolent,благоухающий,ungraded,Vocoby,https://www.vocabulary.com/lists/52473
felicitous,уместный,ungraded,WikDict,https://en.wiktionary.org/wiki/felicitous
gusty,порывистый,ungraded,WikDict,https://en.wiktionary.org/wiki/gusty
natty,модный,ungraded,WikDict,https://en.wiktionary.org/wiki/natty
pacifist,миролюб,ungraded,WikDict,https://en.wiktionary.org/wiki/pacifist
buxom,полногрудый,ungraded,WikDict,https://en.wiktionary.org/wiki/buxom
heyday,расцвет,ungraded,Vocoby,https://www.vocabulary.com/lists/52473
herculean,требующий огромных сил,ungraded,Vocoby,https://www.vocabulary.com/lists/52473
burgeon,распускаться,ungraded,WikDict,https://en.wiktionary.org/wiki/burgeon
crone,старуха,ungraded,WikDict,https://en.wiktionary.org/wiki/crone
prognosticate,прогнозировать,ungraded,WikDict,https://en.wiktionary.org/wiki/prognosticate
lout,хулиган,ungraded,WikDict,https://en.wiktionary.org/wiki/lout
simper,жеманно улыбаться,ungraded,Vocoby,https://www.vocabulary.com/lists/52473
iniquitous,неправедный,ungraded,WikDict,https://en.wiktionary.org/wiki/iniquitous
rile,раздражать,ungraded,WikDict,https://en.wiktionary.org/wiki/rile
sentient,разумный,ungraded,WikDict,https://en.wiktionary.org/wiki/sentient
garish,кричащий,ungraded,WikDict,https://en.wiktionary.org/wiki/garish
readjustment,повторная настройка,ungraded,Vocoby,https://www.vocabulary.com/lists/52473
erstwhile,былой,ungraded,WikDict,https://en.wiktionary.org/wiki/erstwhile
aquiline,орлиный,ungraded,WikDict,https://en.wiktionary.org/wiki/aquiline
bilious,желчный,ungraded,WikDict,https://en.wiktionary.org/wiki/bilious
vilify,поносить,ungraded,Vocoby,https://www.vocabulary.com/lists/52473
nuance,нюанс,ungraded,WikDict,https://en.wiktionary.org/wiki/nuance
gawk,глазеть,ungraded,Vocoby,https://www.vocabulary.com/lists/52473
refectory,столовая,ungraded,WikDict,https://en.wiktionary.org/wiki/refectory
palatial,дворцовый,ungraded,WikDict,https://en.wiktionary.org/wiki/palatial
mincing,жеманный,ungraded,Vocoby,https://www.vocabulary.com/lists/52473
trenchant,колкий,ungraded,WikDict,https://en.wiktionary.org/wiki/trenchant
emboss,выбить,ungraded,WikDict,https://en.wiktionary.org/wiki/emboss
proletarian,пролетарий,ungraded,WikDict,https://en.wiktionary.org/wiki/proletarian
careen,нестись с креном,ungraded,Vocoby,https://www.vocabulary.com/lists/52473
debacle,полный провал,ungraded,Vocoby,https://www.vocabulary.com/lists/52473
sycophant,льстец,ungraded,WikDict,https://en.wiktionary.org/wiki/sycophant
crabbed,сварливый,ungraded,Vocoby,https://www.vocabulary.com/lists/52473
archetype,архетип,ungraded,WikDict,https://en.wiktionary.org/wiki/archetype
cryptic,загадочный,ungraded,WikDict,https://en.wiktionary.org/wiki/cryptic
penchant,предпочтение,ungraded,WikDict,https://en.wiktionary.org/wiki/penchant
bauble,безделушка,ungraded,WikDict,https://en.wiktionary.org/wiki/bauble
mountebank,шарлатан,ungraded,Vocoby,https://www.vocabulary.com/lists/52473
fawning,подобострастный,ungraded,Vocoby,https://www.vocabulary.com/lists/52473
hummock,торос,ungraded,WikDict,https://en.wiktionary.org/wiki/hummock
apotheosis,обожествление,ungraded,WikDict,https://en.wiktionary.org/wiki/apotheosis
discretionary,на усмотрение,ungraded,Vocoby,https://www.vocabulary.com/lists/52473
pithy,сжатый,ungraded,WikDict,https://en.wiktionary.org/wiki/pithy
comport,вести себя,ungraded,WikDict,https://en.wiktionary.org/wiki/comport
checkered,изменчивый,ungraded,WikDict,https://en.wiktionary.org/wiki/checkered
ambrosia,амброзия,ungraded,WikDict,https://en.wiktionary.org/wiki/ambrosia
factious,раскольнический,ungraded,WikDict,https://en.wiktionary.org/wiki/factious
disgorge,извергать,ungraded,Vocoby,https://www.vocabulary.com/lists/52473
filch,украсть,ungraded,WikDict,https://en.wiktionary.org/wiki/filch
wraith,призрак,ungraded,WikDict,https://en.wiktionary.org/wiki/wraith
demonstrable,доказуемый,ungraded,WikDict,https://en.wiktionary.org/wiki/demonstrable
pertinacious,упорный,ungraded,Vocoby,https://www.vocabulary.com/lists/52473
emend,исправлять текст,ungraded,Vocoby,https://www.vocabulary.com/lists/52473
laggard,копуша,ungraded,WikDict,https://en.wiktionary.org/wiki/laggard
waffle,говорить без сути,ungraded,Vocoby,https://www.vocabulary.com/lists/52473
loquacious,болтливый,ungraded,WikDict,https://en.wiktionary.org/wiki/loquacious
venial,простительный,ungraded,Vocoby,https://www.vocabulary.com/lists/52473
peon,батрак,ungraded,WikDict,https://en.wiktionary.org/wiki/peon
effulgence,сияние,ungraded,Vocoby,https://www.vocabulary.com/lists/52473
lode,жила,ungraded,WikDict,https://en.wiktionary.org/wiki/lode
fanfare,фанфара,ungraded,WikDict,https://en.wiktionary.org/wiki/fanfare
dilettante,дилетант,ungraded,WikDict,https://en.wiktionary.org/wiki/dilettante
pusillanimous,малодушный,ungraded,WikDict,https://en.wiktionary.org/wiki/pusillanimous
ingrained,укоренившийся,ungraded,Vocoby,https://www.vocabulary.com/lists/52473
quagmire,трясина,ungraded,WikDict,https://en.wiktionary.org/wiki/quagmire
reprobation,осуждение,ungraded,Vocoby,https://www.vocabulary.com/lists/52473
mannered,манерный,ungraded,Vocoby,https://www.vocabulary.com/lists/52473
squeamish,брезгливый,ungraded,WikDict,https://en.wiktionary.org/wiki/squeamish
proclivity,склонность,ungraded,WikDict,https://en.wiktionary.org/wiki/proclivity
miserly,жадный,ungraded,WikDict,https://en.wiktionary.org/wiki/miserly
vapid,скучный,ungraded,Vocoby,https://www.vocabulary.com/lists/52473
mercurial,переменчивый,ungraded,Vocoby,https://www.vocabulary.com/lists/52473
perspicuous,понятный,ungraded,WikDict,https://en.wiktionary.org/wiki/perspicuous
nonplus,запутывать,ungraded,WikDict,https://en.wiktionary.org/wiki/nonplus
enamor,очаровать,ungraded,WikDict,https://en.wiktionary.org/wiki/enamor
hackneyed,банальный,ungraded,WikDict,https://en.wiktionary.org/wiki/hackneyed
spate,наплыв,ungraded,WikDict,https://en.wiktionary.org/wiki/spate
pedagogue,педагог,ungraded,Vocoby,https://www.vocabulary.com/lists/52473
acme,кульминация,ungraded,WikDict,https://en.wiktionary.org/wiki/acme
masticate,жевать,ungraded,Vocoby,https://www.vocabulary.com/lists/52473
sinecure,синекура,ungraded,WikDict,https://en.wiktionary.org/wiki/sinecure
indite,сочинять,ungraded,Vocoby,https://www.vocabulary.com/lists/52473
emetic,рвотное,ungraded,WikDict,https://en.wiktionary.org/wiki/emetic
temporize,тянуть время,ungraded,Vocoby,https://www.vocabulary.com/lists/52473
unimpeachable,безупречный,ungraded,Vocoby,https://www.vocabulary.com/lists/52473
genesis,генезис,ungraded,WikDict,https://en.wiktionary.org/wiki/genesis
mordant,язвительный,ungraded,Vocoby,https://www.vocabulary.com/lists/52473
smattering,поверхностные знания,ungraded,Vocoby,https://www.vocabulary.com/lists/52473
suavity,обходительность,ungraded,Vocoby,https://www.vocabulary.com/lists/52473
stentorian,громовой,ungraded,WikDict,https://en.wiktionary.org/wiki/stentorian
junket,увеселительная поездка,ungraded,Vocoby,https://www.vocabulary.com/lists/52473
appurtenance,снаряжение,ungraded,WikDict,https://en.wiktionary.org/wiki/appurtenance
nostrum,панацея,ungraded,WikDict,https://en.wiktionary.org/wiki/nostrum
immure,заточать,ungraded,WikDict,https://en.wiktionary.org/wiki/immure
astringent,вяжущий,ungraded,WikDict,https://en.wiktionary.org/wiki/astringent
unfaltering,непоколебимый,ungraded,Vocoby,https://www.vocabulary.com/lists/52473
tutelage,опекунство,ungraded,WikDict,https://en.wiktionary.org/wiki/tutelage
testator,завещатель,ungraded,WikDict,https://en.wiktionary.org/wiki/testator
elysian,райский,ungraded,Vocoby,https://www.vocabulary.com/lists/52473
fulminate,порицать,ungraded,WikDict,https://en.wiktionary.org/wiki/fulminate
fractious,капризный,ungraded,WikDict,https://en.wiktionary.org/wiki/fractious
pummel,колотить,ungraded,Vocoby,https://www.vocabulary.com/lists/52473
manumit,освобождать,ungraded,WikDict,https://en.wiktionary.org/wiki/manumit
unexceptionable,не вызывающий возражений,ungraded,Vocoby,https://www.vocabulary.com/lists/52473
triumvirate,трио,ungraded,WikDict,https://en.wiktionary.org/wiki/triumvirate
sybarite,сибарит,ungraded,WikDict,https://en.wiktionary.org/wiki/sybarite
jibe,согласовываться,ungraded,Vocoby,https://www.vocabulary.com/lists/52473
magisterial,властный,ungraded,Vocoby,https://www.vocabulary.com/lists/52473
roseate,розовый,ungraded,Vocoby,https://www.vocabulary.com/lists/52473
obloquy,злословие,ungraded,WikDict,https://en.wiktionary.org/wiki/obloquy
hoodwink,обманывать,ungraded,WikDict,https://en.wiktionary.org/wiki/hoodwink
striate,покрывать бороздками,ungraded,Vocoby,https://www.vocabulary.com/lists/52473
arrogate,самовольно присваивать,ungraded,Vocoby,https://www.vocabulary.com/lists/52473
rarefied,утончённый,ungraded,WikDict,https://en.wiktionary.org/wiki/rarefied
chary,осторожный,ungraded,Vocoby,https://www.vocabulary.com/lists/52473
credo,кредо,ungraded,WikDict,https://en.wiktionary.org/wiki/credo
superannuated,устаревший,ungraded,WikDict,https://en.wiktionary.org/wiki/superannuated
impolitic,неблагоразумный,ungraded,Vocoby,https://www.vocabulary.com/lists/52473
aspersion,клевета,ungraded,Vocoby,https://www.vocabulary.com/lists/52473
abysmal,бездонный,ungraded,WikDict,https://en.wiktionary.org/wiki/abysmal
poignancy,щемящая острота,ungraded,Vocoby,https://www.vocabulary.com/lists/52473
stilted,неестественный,ungraded,Vocoby,https://www.vocabulary.com/lists/52473
effete,истощённый,ungraded,WikDict,https://en.wiktionary.org/wiki/effete
provender,корм,ungraded,Vocoby,https://www.vocabulary.com/lists/52473
endemic,эндемический,ungraded,WikDict,https://en.wiktionary.org/wiki/endemic
jocund,весёлый,ungraded,WikDict,https://en.wiktionary.org/wiki/jocund
procedural,процедурный,ungraded,WikDict,https://en.wiktionary.org/wiki/procedural
rakish,лихой,ungraded,Vocoby,https://www.vocabulary.com/lists/52473
skittish,боязливый,ungraded,WikDict,https://en.wiktionary.org/wiki/skittish
peroration,заключение речи,ungraded,Vocoby,https://www.vocabulary.com/lists/52473
nonentity,ничтожество,ungraded,WikDict,https://en.wiktionary.org/wiki/nonentity
abstemious,воздержанный,ungraded,WikDict,https://en.wiktionary.org/wiki/abstemious
viscid,клейкий,ungraded,WikDict,https://en.wiktionary.org/wiki/viscid
doggerel,бездарные стихи,ungraded,Vocoby,https://www.vocabulary.com/lists/52473
sleight,ловкость рук,ungraded,Vocoby,https://www.vocabulary.com/lists/52473
rubric,категория,ungraded,WikDict,https://en.wiktionary.org/wiki/rubric
plenitude,изобилие,ungraded,WikDict,https://en.wiktionary.org/wiki/plenitude
rebus,ребус,ungraded,WikDict,https://en.wiktionary.org/wiki/rebus
wizened,сморщенный,ungraded,Vocoby,https://www.vocabulary.com/lists/52473
whorl,завиток,ungraded,Vocoby,https://www.vocabulary.com/lists/52473
fracas,скандал,ungraded,WikDict,https://en.wiktionary.org/wiki/fracas
iconoclast,иконоборец,ungraded,WikDict,https://en.wiktionary.org/wiki/iconoclast
saturnine,мрачный,ungraded,WikDict,https://en.wiktionary.org/wiki/saturnine
madrigal,мадригал,ungraded,WikDict,https://en.wiktionary.org/wiki/madrigal
discursive,отклоняющийся от темы,ungraded,Vocoby,https://www.vocabulary.com/lists/52473
zealot,фанатик,ungraded,Vocoby,https://www.vocabulary.com/lists/52473
moribund,умирающий,ungraded,Vocoby,https://www.vocabulary.com/lists/52473
modicum,малость,ungraded,WikDict,https://en.wiktionary.org/wiki/modicum
connotation,коннотация,ungraded,WikDict,https://en.wiktionary.org/wiki/connotation
adventitious,случайный,ungraded,Vocoby,https://www.vocabulary.com/lists/52473
recondite,замысловатый,ungraded,WikDict,https://en.wiktionary.org/wiki/recondite
zephyr,ветерок,ungraded,WikDict,https://en.wiktionary.org/wiki/zephyr
countermand,отменять приказ,ungraded,Vocoby,https://www.vocabulary.com/lists/52473
captious,каверзный,ungraded,WikDict,https://en.wiktionary.org/wiki/captious
cognate,родственный,ungraded,Vocoby,https://www.vocabulary.com/lists/52473
forebear,предок,ungraded,WikDict,https://en.wiktionary.org/wiki/forebear
cadaverous,трупный,ungraded,WikDict,https://en.wiktionary.org/wiki/cadaverous
foist,навязывать,ungraded,WikDict,https://en.wiktionary.org/wiki/foist
dotage,старческое слабоумие,ungraded,Vocoby,https://www.vocabulary.com/lists/52473
nexus,связь,ungraded,WikDict,https://en.wiktionary.org/wiki/nexus
choleric,вспыльчивый,ungraded,Vocoby,https://www.vocabulary.com/lists/52473
garble,искажать,ungraded,WikDict,https://en.wiktionary.org/wiki/garble
bucolic,пасторальный,ungraded,WikDict,https://en.wiktionary.org/wiki/bucolic
denouement,развязка,ungraded,Vocoby,https://www.vocabulary.com/lists/52473
animus,враждебность,ungraded,Vocoby,https://www.vocabulary.com/lists/52473
overweening,самонадеянный,ungraded,WikDict,https://en.wiktionary.org/wiki/overweening
tyro,новичок,ungraded,Vocoby,https://www.vocabulary.com/lists/52473
preen,почиститься,ungraded,WikDict,https://en.wiktionary.org/wiki/preen
largesse,щедрость,ungraded,WikDict,https://en.wiktionary.org/wiki/largesse
retentive,хорошо запоминающий,ungraded,Vocoby,https://www.vocabulary.com/lists/52473
unconscionable,бессовестный,ungraded,WikDict,https://en.wiktionary.org/wiki/unconscionable
badinage,дружеские шутки,ungraded,Vocoby,https://www.vocabulary.com/lists/52473
insensate,безрассудный,ungraded,WikDict,https://en.wiktionary.org/wiki/insensate
sherbet,шербет,ungraded,WikDict,https://en.wiktionary.org/wiki/sherbet
beatific,блаженный,ungraded,Vocoby,https://www.vocabulary.com/lists/52473
bemuse,ошеломлять,ungraded,WikDict,https://en.wiktionary.org/wiki/bemuse
microcosm,микрокосм,ungraded,WikDict,https://en.wiktionary.org/wiki/microcosm
factitious,искусственный,ungraded,WikDict,https://en.wiktionary.org/wiki/factitious
gestate,вынашивать,ungraded,Vocoby,https://www.vocabulary.com/lists/52473
traduce,злословить,ungraded,WikDict,https://en.wiktionary.org/wiki/traduce
sextant,секстан,ungraded,WikDict,https://en.wiktionary.org/wiki/sextant
coiffure,причёска,ungraded,Vocoby,https://www.vocabulary.com/lists/52473
malleable,ковкий,ungraded,WikDict,https://en.wiktionary.org/wiki/malleable
rococo,рококо,ungraded,WikDict,https://en.wiktionary.org/wiki/rococo
fructify,приносить плоды,ungraded,Vocoby,https://www.vocabulary.com/lists/52473
nihilist,нигилист,ungraded,WikDict,https://en.wiktionary.org/wiki/nihilist
ellipsis,опущение,ungraded,WikDict,https://en.wiktionary.org/wiki/ellipsis
accolade,признание заслуг,ungraded,Vocoby,https://www.vocabulary.com/lists/52473
codicil,кодицил,ungraded,WikDict,https://en.wiktionary.org/wiki/codicil
roil,взбалтывать,ungraded,WikDict,https://en.wiktionary.org/wiki/roil
grandiloquent,напыщенный,ungraded,WikDict,https://en.wiktionary.org/wiki/grandiloquent
inconsequential,незначительный,ungraded,WikDict,https://en.wiktionary.org/wiki/inconsequential
effervescence,бурное оживление,ungraded,Vocoby,https://www.vocabulary.com/lists/52473
stultify,делать бессмысленным,ungraded,Vocoby,https://www.vocabulary.com/lists/52473
tureen,супник,ungraded,WikDict,https://en.wiktionary.org/wiki/tureen
pellucid,прозрачный,ungraded,Vocoby,https://www.vocabulary.com/lists/52473
euphony,благозвучие,ungraded,WikDict,https://en.wiktionary.org/wiki/euphony
apocryphal,апокрифический,ungraded,WikDict,https://en.wiktionary.org/wiki/apocryphal
veracious,правдивый,ungraded,Vocoby,https://www.vocabulary.com/lists/52473
pendulous,свисающий,ungraded,Vocoby,https://www.vocabulary.com/lists/52473
exegesis,экзегеза,ungraded,WikDict,https://en.wiktionary.org/wiki/exegesis
effluvium,испарение,ungraded,WikDict,https://en.wiktionary.org/wiki/effluvium
apposite,уместный,ungraded,Vocoby,https://www.vocabulary.com/lists/52473
viscous,вязкий,ungraded,WikDict,https://en.wiktionary.org/wiki/viscous
misanthrope,мизантроп,ungraded,WikDict,https://en.wiktionary.org/wiki/misanthrope
vintner,винодел,ungraded,WikDict,https://en.wiktionary.org/wiki/vintner
halcyon,безмятежный,ungraded,Vocoby,https://www.vocabulary.com/lists/52473
anthropomorphic,антропоморфный,ungraded,WikDict,https://en.wiktionary.org/wiki/anthropomorphic
turgid,напыщенный,ungraded,WikDict,https://en.wiktionary.org/wiki/turgid
malaise,дискомфорт,ungraded,WikDict,https://en.wiktionary.org/wiki/malaise
polemical,полемический,ungraded,Vocoby,https://www.vocabulary.com/lists/52473
gadfly,назойливый критик,ungraded,Vocoby,https://www.vocabulary.com/lists/52473
atavism,атавизм,ungraded,WikDict,https://en.wiktionary.org/wiki/atavism
contusion,ушиб,ungraded,WikDict,https://en.wiktionary.org/wiki/contusion
parsimonious,бережливый,ungraded,WikDict,https://en.wiktionary.org/wiki/parsimonious
dulcet,мелодичный,ungraded,WikDict,https://en.wiktionary.org/wiki/dulcet
reprise,повторять,ungraded,WikDict,https://en.wiktionary.org/wiki/reprise
anodyne,болеутоляющее,ungraded,Vocoby,https://www.vocabulary.com/lists/52473
bemused,озадаченный,ungraded,Vocoby,https://www.vocabulary.com/lists/52473
